iter	Accuracy	MultiClass
0	0.6414342629	1.355431477
1	0.6374501992	1.331264385
2	0.6932270916	1.313522963
3	0.7011952191	1.295332878
4	0.7171314741	1.277322717
5	0.7370517928	1.260748811
6	0.7529880478	1.246768933
7	0.7888446215	1.229665242
8	0.7729083665	1.21856864
9	0.796812749	1.20515044
10	0.8047808765	1.192938631
11	0.8247011952	1.179144298
12	0.8247011952	1.166600621
13	0.8366533865	1.153620638
14	0.8446215139	1.142284238
15	0.8605577689	1.133215982
16	0.8645418327	1.120088887
17	0.8764940239	1.105929622
18	0.8725099602	1.095310693
19	0.8565737052	1.089031288
20	0.8764940239	1.079161003
21	0.8764940239	1.069539102
22	0.8685258964	1.061887006
23	0.8764940239	1.051746108
24	0.8844621514	1.039015331
25	0.8884462151	1.031675441
26	0.8924302789	1.024893268
27	0.8924302789	1.017532686
28	0.8964143426	1.004595636
29	0.8964143426	0.9930247047
30	0.9043824701	0.9807219631
31	0.9083665339	0.9692998435
32	0.9083665339	0.9615065493
33	0.9083665339	0.9517120846
34	0.9083665339	0.9452795158
35	0.9123505976	0.9358874111
36	0.9163346614	0.9266744734
37	0.9083665339	0.9182132317
38	0.9083665339	0.9092729381
39	0.9163346614	0.9039275354
40	0.9163346614	0.8945984704
41	0.9203187251	0.8849000179
42	0.9282868526	0.8796627538
43	0.9322709163	0.871681184
44	0.9322709163	0.8654348298
45	0.9322709163	0.8592343181
46	0.9282868526	0.8532454273
47	0.9322709163	0.8469410634
48	0.9362549801	0.8419733755
49	0.9322709163	0.8362085909
50	0.9322709163	0.831258273
51	0.9322709163	0.8248921776
52	0.9362549801	0.8201421738
53	0.9362549801	0.8158514919
54	0.9402390438	0.8122489066
55	0.9442231076	0.8069382293
56	0.9442231076	0.8029107951
57	0.9442231076	0.7960770993
58	0.9442231076	0.7907935307
59	0.9442231076	0.7862238742
60	0.9442231076	0.7809739583
61	0.9402390438	0.7756149537
62	0.9402390438	0.7717282853
63	0.9442231076	0.7656543415
64	0.9442231076	0.7624560298
65	0.9442231076	0.7564542114
66	0.9442231076	0.7508166735
67	0.9442231076	0.7447637351
68	0.9442231076	0.7393840791
69	0.9402390438	0.7344282933
70	0.9402390438	0.7300616049
71	0.9402390438	0.725786559
72	0.9402390438	0.7217097972
73	0.9402390438	0.7159753577
74	0.9402390438	0.7124537285
75	0.9402390438	0.7074959019
76	0.9402390438	0.704233908
77	0.9402390438	0.7020063505
78	0.9402390438	0.6979495755
79	0.9442231076	0.6953226047
80	0.9442231076	0.6922984422
81	0.9442231076	0.6878980868
82	0.9482071713	0.6849730767
83	0.9561752988	0.6793257775
84	0.9561752988	0.6748465659
85	0.9561752988	0.6717493676
86	0.9561752988	0.6658010702
87	0.9561752988	0.6629305141
88	0.9561752988	0.6587508281
89	0.9561752988	0.6556931219
90	0.9601593625	0.6519686955
91	0.9641434263	0.6468145986
92	0.9601593625	0.64309059
93	0.9641434263	0.6395863434
94	0.9641434263	0.6327684228
95	0.9641434263	0.6282850499
96	0.96812749	0.6243678238
97	0.9641434263	0.6208137263
98	0.9641434263	0.6172598893
99	0.9641434263	0.6150322675
100	0.9641434263	0.6109839074
101	0.9721115538	0.6055725514
102	0.9721115538	0.603178944
103	0.9721115538	0.599018855
104	0.9721115538	0.594280229
105	0.9721115538	0.5886244871
106	0.9721115538	0.5861891247
107	0.9721115538	0.582002905
108	0.9721115538	0.5782965583
109	0.9721115538	0.5754837031
110	0.9721115538	0.572529248
111	0.9721115538	0.5701226693
112	0.9721115538	0.5676653422
113	0.9721115538	0.5633580832
114	0.9721115538	0.5577657439
115	0.9721115538	0.55482693
116	0.9721115538	0.5517308628
117	0.9721115538	0.5506208007
118	0.9721115538	0.546787168
119	0.9721115538	0.5441368967
120	0.9721115538	0.5419833028
121	0.9721115538	0.5383090358
122	0.9721115538	0.533884357
123	0.9721115538	0.5298312257
124	0.9721115538	0.5261249058
125	0.9721115538	0.5213369108
126	0.9721115538	0.5187463351
127	0.9721115538	0.5150424766
128	0.9721115538	0.5109143368
129	0.9721115538	0.507519155
130	0.9721115538	0.502807682
131	0.9760956175	0.5001787716
132	0.9760956175	0.4969942575
133	0.9760956175	0.4940070626
134	0.9760956175	0.490358313
135	0.9760956175	0.4864601757
136	0.9760956175	0.4819214288
137	0.9760956175	0.4791706152
138	0.9760956175	0.4757072831
139	0.9760956175	0.4722438845
140	0.9800796813	0.468674919
141	0.9760956175	0.4660484026
142	0.9800796813	0.4623229559
143	0.984063745	0.4600232934
