iter	Passed	Remaining
377	55655	165201
378	55800	165046
379	55951	164908
380	56101	164769
381	56253	164637
382	56399	164485
383	56549	164347
384	56700	164209
385	56849	164066
386	56999	163929
387	57155	163807
388	57305	163667
389	57455	163527
390	57607	163392
391	57758	163257
392	57912	163126
393	58062	162988
394	58212	162847
395	58365	162714
396	58512	162566
397	58662	162427
398	58810	162281
399	58960	162140
400	59120	162029
401	59273	161896
402	59428	161770
403	59576	161623
404	59724	161476
405	59873	161334
406	60023	161192
407	60171	161048
408	60319	160902
409	60466	160751
410	60617	160615
411	60767	160474
412	60919	160338
413	61072	160205
414	61225	160071
415	61377	159935
416	61525	159790
417	61679	159657
418	61832	159524
419	61983	159385
420	62134	159246
421	62278	159090
422	62424	158938
423	62564	158772
424	62706	158610
425	62847	158446
426	62988	158282
427	63130	158121
428	63272	157959
429	63413	157796
430	63555	157635
431	63698	157476
432	63840	157315
433	63982	157156
434	64125	156997
435	64267	156835
436	64408	156672
437	64549	156510
438	64690	156348
439	64832	156186
440	64974	156027
441	65115	155865
442	65258	155706
443	65399	155545
444	65541	155384
445	65681	155220
446	65823	155060
447	65966	154902
448	66107	154741
449	66249	154581
450	66391	154422
451	66533	154263
452	66685	154126
453	66825	153962
454	66968	153806
455	67110	153647
456	67255	153494
457	67397	153335
458	67537	153173
459	67679	153013
460	67820	152854
461	67962	152695
462	68106	152541
463	68249	152384
464	68391	152227
465	68533	152066
466	68673	151905
467	68817	151752
468	68960	151596
469	69104	151441
470	69246	151283
471	69388	151126
472	69529	150965
473	69670	150805
474	69811	150645
475	69954	150490
476	70097	150335
477	70241	150182
478	70385	150028
479	70526	149869
480	70667	149708
481	70808	149550
482	70950	149392
483	71092	149234
484	71235	149080
485	71379	148926
486	71522	148772
487	71664	148615
488	71808	148462
489	71958	148321
490	72105	148176
491	72253	148032
492	72402	147888
493	72554	147752
494	72699	147601
495	72850	147463
496	73004	147331
497	73153	147187
498	73302	147044
499	73451	146903
500	73605	146769
501	73755	146630
502	73913	146504
503	74062	146360
504	74209	146214
505	74359	146073
506	74508	145931
507	74656	145786
508	74803	145639
509	74953	145498
510	75102	145355
511	75253	145215
512	75402	145072
513	75551	144930
514	75700	144787
515	75849	144643
516	75997	144498
517	76147	144355
518	76296	144212
519	76444	144068
520	76593	143925
521	76745	143788
522	76897	143650
523	77045	143504
524	77193	143359
525	77342	143215
526	77490	143071
527	77639	142926
528	77790	142787
529	77941	142647
530	78096	142515
531	78242	142365
532	78386	142213
533	78527	142055
534	78668	141897
535	78811	141743
536	78953	141586
537	79096	141432
538	79242	141284
539	79391	141140
540	79532	140983
541	79675	140828
542	79816	140671
543	79959	140516
544	80104	140366
545	80246	140210
546	80387	140053
547	80529	139898
548	80673	139745
549	80815	139590
550	80956	139432
551	81100	139280
552	81242	139126
553	81384	138971
554	81525	138814
555	81667	138658
556	81809	138503
557	81952	138349
558	82094	138194
559	82240	138046
560	82382	137891
561	82524	137736
562	82667	137582
563	82809	137429
564	82950	137271
565	83092	137117
566	83235	136963
567	83376	136807
568	83517	136651
569	83658	136495
570	83800	136340
571	83941	136185
572	84084	136031
573	84228	135880
574	84370	135727
575	84513	135573
576	84656	135420
577	84799	135268
578	84941	135113
579	85082	134958
580	85225	134805
581	85368	134653
582	85510	134498
583	85653	134346
584	85796	134194
585	85937	134039
586	86080	133886
587	86224	133736
588	86368	133584
589	86510	133431
590	86652	133277
591	86796	133126
592	86938	132973
593	87079	132817
594	87221	132664
595	87365	132514
596	87508	132361
597	87648	132205
598	87793	132057
599	87944	131917
600	88093	131774
601	88245	131635
602	88399	131499
603	88548	131357
604	88696	131212
605	88846	131071
606	88994	130926
607	89145	130785
608	89295	130644
609	89445	130502
610	89597	130363
611	89751	130226
612	89905	130091
613	90053	129946
614	90200	129801
615	90354	129663
616	90502	129519
617	90652	129378
618	90802	129236
619	90952	129093
620	91100	128949
621	91251	128808
622	91403	128669
623	91553	128526
624	91703	128384
625	91852	128241
626	92001	128098
