iter	Accuracy	MultiClass
185	0.983935743	0.3278135393
186	0.983935743	0.3262597861
187	0.983935743	0.3239699073
188	0.983935743	0.321895619
189	0.983935743	0.32002358
190	0.983935743	0.3176731847
191	0.983935743	0.3152696638
192	0.983935743	0.3136284865
193	0.983935743	0.3127055063
194	0.983935743	0.3112166842
195	0.983935743	0.309054845
196	0.983935743	0.307713973
197	0.983935743	0.3053480935
198	0.983935743	0.3037468861
199	0.983935743	0.3018200291
200	0.983935743	0.2997600493
201	0.983935743	0.298012119
202	0.983935743	0.2960442106
203	0.983935743	0.2942254117
204	0.983935743	0.2926294425
205	0.983935743	0.2901319403
206	0.983935743	0.2889807317
207	0.983935743	0.2877044658
208	0.983935743	0.2859897164
209	0.983935743	0.2840859857
210	0.983935743	0.281706904
211	0.983935743	0.2799029479
212	0.983935743	0.2781112485
213	0.983935743	0.276985596
214	0.983935743	0.2754334069
215	0.983935743	0.2750373114
216	0.983935743	0.2741623953
217	0.983935743	0.272560629
218	0.983935743	0.2708509872
219	0.983935743	0.2697838133
220	0.983935743	0.2687341866
221	0.983935743	0.2665120236
222	0.983935743	0.2648920048
223	0.983935743	0.2633393846
224	0.983935743	0.2616107233
225	0.983935743	0.2610443778
226	0.983935743	0.2596611703
227	0.983935743	0.2589323971
228	0.983935743	0.2577932129
229	0.983935743	0.2566360231
230	0.983935743	0.2546121981
231	0.983935743	0.253506625
232	0.9879518072	0.2525111743
233	0.9879518072	0.2510568728
234	0.9879518072	0.2501750714
235	0.9879518072	0.2491324172
236	0.9879518072	0.2481015343
237	0.9879518072	0.2466980195
238	0.9879518072	0.2451827843
239	0.9879518072	0.2445203122
240	0.9879518072	0.2436897677
241	0.9879518072	0.2425823951
242	0.9879518072	0.2417562065
243	0.9879518072	0.2400088388
244	0.9879518072	0.238266573
245	0.9879518072	0.2369605209
246	0.9879518072	0.2355355266
247	0.9879518072	0.2342623147
248	0.9879518072	0.2333776759
249	0.9879518072	0.2324026579
250	0.9879518072	0.2311604032
251	0.9879518072	0.2305416406
252	0.9879518072	0.2291608951
253	0.9879518072	0.2283493627
254	0.9879518072	0.2274762039
255	0.9879518072	0.2258017523
256	0.9879518072	0.2245904359
257	0.9879518072	0.2232201307
258	0.9879518072	0.2224587108
259	0.9879518072	0.2212078711
260	0.9879518072	0.2200447052
261	0.9879518072	0.2196087837
262	0.9879518072	0.2183925297
263	0.9879518072	0.217406976
264	0.9879518072	0.2163054809
265	0.9879518072	0.2152110482
266	0.9879518072	0.2140865572
267	0.9879518072	0.212799267
268	0.9879518072	0.2121177285
269	0.9879518072	0.2109487181
270	0.9879518072	0.2097304247
271	0.9879518072	0.2088080782
272	0.9879518072	0.2081044324
273	0.9879518072	0.2071264671
274	0.9879518072	0.2059191161
275	0.9879518072	0.2054948172
276	0.9879518072	0.2049594868
277	0.9879518072	0.20455263
278	0.9879518072	0.2035233215
279	0.9879518072	0.2030222709
280	0.9879518072	0.2026610201
281	0.9879518072	0.2016362034
282	0.9879518072	0.2007117042
283	0.9879518072	0.2000233556
284	0.9879518072	0.1986149707
285	0.9879518072	0.1977960325
286	0.9879518072	0.1968616362
287	0.9879518072	0.1959914109
288	0.9879518072	0.1946512108
289	0.9879518072	0.1943773262
290	0.9879518072	0.193196481
291	0.9879518072	0.1921128835
292	0.9879518072	0.1914982219
293	0.9879518072	0.1912758497
294	0.9879518072	0.1909200918
295	0.9879518072	0.190101096
296	0.9879518072	0.1893788767
297	0.9879518072	0.1883083439
298	0.9879518072	0.188067442
299	0.9879518072	0.1873888992
300	0.9879518072	0.1866931095
301	0.9879518072	0.1857164295
302	0.9879518072	0.1850996435
303	0.9879518072	0.1843241337
304	0.9879518072	0.1839537893
305	0.9879518072	0.183408271
306	0.9879518072	0.1827105049
307	0.9879518072	0.1815642056
308	0.9879518072	0.1809209365
309	0.9879518072	0.1804439747
310	0.9879518072	0.1795117915
311	0.9879518072	0.1790746789
312	0.9879518072	0.1785035906
313	0.9879518072	0.1780243682
314	0.9879518072	0.177245131
315	0.9879518072	0.1761831015
316	0.9879518072	0.1752628567
317	0.9879518072	0.1745762948
318	0.9879518072	0.1739266486
319	0.9879518072	0.172996719
320	0.9879518072	0.1715694107
321	0.9879518072	0.1711678283
322	0.9879518072	0.1704227748
323	0.9879518072	0.1697496646
324	0.9879518072	0.1690806043
325	0.9879518072	0.1682038943
326	0.9879518072	0.167690522
327	0.9879518072	0.1667784035
328	0.9879518072	0.1662793436
329	0.9879518072	0.1660758691
330	0.9879518072	0.165348884
331	0.9879518072	0.1647556851
332	0.9879518072	0.1644723795
333	0.9879518072	0.1642434733
334	0.9879518072	0.1637964585
335	0.9879518072	0.1634303211
336	0.9879518072	0.1629078861
337	0.9879518072	0.1623008666
338	0.9879518072	0.161744255
339	0.9879518072	0.1609033606
340	0.9879518072	0.1601435724
341	0.9879518072	0.1598753315
342	0.9879518072	0.1589306924
343	0.9879518072	0.1581999997
344	0.9879518072	0.158029121
345	0.9879518072	0.1577478988
346	0.9879518072	0.1569145162
347	0.9879518072	0.1562324917
348	0.9879518072	0.156023147
349	0.9879518072	0.1553389216
350	0.9879518072	0.1549280667
351	0.9879518072	0.1541464059
352	0.9879518072	0.1534822576
353	0.9879518072	0.1527629478
354	0.9879518072	0.1519818382
355	0.9879518072	0.1512421942
356	0.9879518072	0.1506814255
357	0.9879518072	0.1505269419
358	0.9879518072	0.1499856942
359	0.9879518072	0.1494228168
360	0.9879518072	0.1492155721
361	0.9879518072	0.1485365427
362	0.9879518072	0.1480821402
363	0.9879518072	0.1473206442
364	0.9879518072	0.1466967005
365	0.9879518072	0.1463505608
366	0.9879518072	0.1458052737
367	0.9879518072	0.1454459845
368	0.9879518072	0.1448213869
369	0.9879518072	0.1441382492
370	0.9879518072	0.1438137354
371	0.9879518072	0.143242355
372	0.9879518072	0.1424624113
373	0.9879518072	0.1420839084
374	0.9879518072	0.1414598433
375	0.9879518072	0.1406205104
376	0.9879518072	0.1403174057
377	0.9879518072	0.1398227838
378	0.9879518072	0.1391882104
379	0.9879518072	0.1388448705
380	0.9879518072	0.1386128248
381	0.9879518072	0.1380340262
382	0.9879518072	0.1375688119
383	0.9879518072	0.1370662289
384	0.9879518072	0.136648059
385	0.9879518072	0.1361937192
386	0.9879518072	0.1358217367
387	0.9879518072	0.1354798928
388	0.9879518072	0.1350651651
389	0.9879518072	0.1344978461
390	0.9879518072	0.1338058289
391	0.9879518072	0.1332470217
392	0.9879518072	0.1328817936
393	0.9879518072	0.1322817763
394	0.9879518072	0.1319069595
395	0.9879518072	0.1317260729
396	0.9879518072	0.1316035405
397	0.9879518072	0.1312424974
398	0.9879518072	0.1307316083
399	0.9879518072	0.1301307425
400	0.9879518072	0.1299148753
401	0.9879518072	0.129666438
402	0.9879518072	0.1294646413
403	0.9879518072	0.1289482048
404	0.9879518072	0.1285501709
405	0.9879518072	0.1282033123
406	0.9879518072	0.1280308055
407	0.9879518072	0.1273772159
408	0.9879518072	0.1267761545
409	0.9879518072	0.1264870581
410	0.9879518072	0.1262921461
411	0.9879518072	0.125843837
412	0.9879518072	0.1255356682
413	0.9879518072	0.1252894687
414	0.9879518072	0.1250476254
415	0.9919678715	0.1246487366
416	0.9919678715	0.1245422143
417	0.9919678715	0.1243037501
418	0.9919678715	0.124198349
419	0.9919678715	0.1239959766
420	0.9919678715	0.1235301166
421	0.9919678715	0.1230294858
422	0.9919678715	0.1227050858
423	0.9919678715	0.1223507481
424	0.9919678715	0.1222316727
425	0.9919678715	0.1217591301
426	0.9919678715	0.1215840145
427	0.9919678715	0.1212589422
428	0.9959839357	0.1207417684
429	0.9959839357	0.1203013326
430	0.9959839357	0.1198691928
431	0.9959839357	0.1194828991
432	0.9959839357	0.1191742821
433	0.9959839357	0.1190582463
434	0.9959839357	0.1186504099
435	0.9959839357	0.118330931
436	0.9959839357	0.1178936229
437	0.9959839357	0.1178050935
438	0.9959839357	0.1173769355
439	0.9959839357	0.1172004221
440	0.9959839357	0.1170815098
441	0.9959839357	0.1166011586
442	0.9959839357	0.1163070173
443	0.9959839357	0.1159184126
444	0.9959839357	0.1154059655
445	0.9959839357	0.115289594
446	0.9959839357	0.1148401159
447	0.9959839357	0.1146061326
448	0.9959839357	0.1142944802
449	0.9959839357	0.1138985426
450	0.9959839357	0.1136676276
451	0.9959839357	0.1132528888
452	0.9959839357	0.1128855398
453	0.9959839357	0.1126697688
454	0.9959839357	0.1124855265
455	0.9959839357	0.1121499938
456	0.9959839357	0.1120264869
457	0.9959839357	0.1115647616
458	0.9959839357	0.1114536054
459	0.9959839357	0.111106537
460	0.9959839357	0.1107419828
461	0.9959839357	0.1106556987
462	0.9959839357	0.1103088548
463	0.9959839357	0.1099534162
464	0.9959839357	0.1096046481
465	0.9959839357	0.1092078737
466	0.9959839357	0.1087785865
467	0.9959839357	0.1084769598
468	0.9959839357	0.1080467732
469	0.9959839357	0.1076573376
470	0.9959839357	0.1074837617
471	0.9959839357	0.1071755404
472	0.9959839357	0.1067303535
473	0.9959839357	0.1063599142
474	0.9959839357	0.1062023024
475	0.9959839357	0.1059682347
476	0.9959839357	0.1058527996
477	0.9959839357	0.105498091
478	0.9959839357	0.1050824561
479	0.9959839357	0.1047303495
480	0.9959839357	0.1044463016
481	0.9959839357	0.1039922466
482	0.9959839357	0.1036331141
483	0.9959839357	0.1033627024
484	0.9959839357	0.1030308206
485	0.9959839357	0.102637582
486	0.9959839357	0.102240125
487	0.9959839357	0.102151207
488	0.9959839357	0.1019656763
489	0.9959839357	0.1016720063
490	0.9959839357	0.1012665106
491	0.9959839357	0.1011981802
492	0.9959839357	0.1008161382
493	0.9959839357	0.1005055195
494	0.9959839357	0.1003431426
495	0.9959839357	0.1001084163
496	0.9959839357	0.09982964206
497	0.9959839357	0.09949714966
498	0.9959839357	0.09938217757
499	0.9959839357	0.09902486487
500	0.9959839357	0.09879269841
501	0.9959839357	0.09873913556
502	0.9959839357	0.09844847738
503	0.9959839357	0.09812273032
504	0.9959839357	0.09788519605
505	0.9959839357	0.09777357305
506	0.9959839357	0.09754704729
507	0.9959839357	0.09722282787
508	0.9959839357	0.09692075498
509	0.9959839357	0.09665878751
510	0.9959839357	0.09654477167
511	0.9959839357	0.09629046812
512	0.9959839357	0.09606233193
513	0.9959839357	0.09574512095
514	0.9959839357	0.09545546028
515	0.9959839357	0.0952256873
516	0.9959839357	0.09504912268
517	0.9959839357	0.09483088588
518	0.9959839357	0.09468953782
519	0.9959839357	0.09440509719
520	0.9959839357	0.0940514935
521	0.9959839357	0.09376668421
522	0.9959839357	0.09356599025
523	0.9959839357	0.09331538675
524	0.9959839357	0.09314380316
525	0.9959839357	0.09281406382
526	0.9959839357	0.09254783833
527	0.9959839357	0.09244829256
528	0.9959839357	0.09222622034
529	0.9959839357	0.09210346432
530	0.9959839357	0.09186632988
531	0.9959839357	0.0916854403
532	0.9959839357	0.09137195672
533	0.9959839357	0.09112869961
534	0.9959839357	0.09102427508
535	0.9959839357	0.09082037369
536	0.9959839357	0.09067358948
537	0.9959839357	0.09050078569
538	0.9959839357	0.09042119221
539	0.9959839357	0.09026383653
540	0.9959839357	0.08997136637
541	0.9959839357	0.08978053368
542	0.9959839357	0.08972144074
543	0.9959839357	0.08954964334
544	0.9959839357	0.08946776211
545	0.9959839357	0.08922447494
546	0.9959839357	0.08914102918
547	0.9959839357	0.0888543584
548	0.9959839357	0.08855350878
549	0.9959839357	0.08838753651
550	0.9959839357	0.08814970107
551	0.9959839357	0.08791089038
552	0.9959839357	0.08756528663
553	0.9959839357	0.08731656544
554	0.9959839357	0.0869823491
555	0.9959839357	0.08687990475
556	0.9959839357	0.08681021682
557	0.9959839357	0.08653589458
558	0.9959839357	0.08642531628
559	0.9959839357	0.08617738936
560	0.9959839357	0.08586755394
561	0.9959839357	0.08573858877
562	0.9959839357	0.08543862193
563	0.9959839357	0.0852124508
564	0.9959839357	0.0849919428
565	0.9959839357	0.08474961483
566	0.9959839357	0.08467232985
567	0.9959839357	0.08446219023
568	0.9959839357	0.08436353081
569	0.9959839357	0.08415304354
570	0.9959839357	0.08409594377
571	0.9959839357	0.08402822621
572	0.9959839357	0.08381230272
573	0.9959839357	0.08359261489
574	0.9959839357	0.08350657032
575	0.9959839357	0.08344110763
576	0.9959839357	0.08325163361
577	0.9959839357	0.08314797415
578	0.9959839357	0.08302202624
579	0.9959839357	0.08297471952
580	0.9959839357	0.08278265556
581	0.9959839357	0.08272569271
582	0.9959839357	0.08254508274
583	0.9959839357	0.08245166845
584	0.9959839357	0.08229234053
585	0.9959839357	0.08216299553
586	0.9959839357	0.08204053009
587	0.9959839357	0.08184298348
588	0.9959839357	0.08171595128
589	0.9959839357	0.08153776684
590	0.9959839357	0.08134426365
591	0.9959839357	0.08119615823
592	0.9959839357	0.08095049592
593	0.9959839357	0.0808804331
594	0.9959839357	0.08075843804
595	0.9959839357	0.08053703922
596	0.9959839357	0.08032323724
597	0.9959839357	0.08018920257
598	0.9959839357	0.07987762732
599	0.9959839357	0.07963261417
600	0.9959839357	0.07939924305
601	0.9959839357	0.07929955085
602	0.9959839357	0.07909528409
603	0.9959839357	0.07896156633
604	0.9959839357	0.07879334091
605	0.9959839357	0.07863784821
606	0.9959839357	0.07838191782
