iter	Passed	Remaining
211	54516	331211
212	54760	330874
213	55003	330532
214	55212	329991
215	55455	329653
216	55767	329724
217	56034	329522
218	56291	329266
219	56546	328997
220	56796	328700
221	57034	328333
222	57299	328121
223	57535	327745
224	57756	327287
225	58015	327043
226	58276	326811
227	58526	326516
228	58776	326223
229	59030	325951
230	59281	325665
231	59534	325388
232	59790	325124
233	60043	324852
234	60297	324580
235	60549	324300
236	60809	324058
237	61067	323811
238	61315	323510
239	61541	323093
240	61794	322819
241	62050	322559
242	62287	322202
243	62523	321844
244	62789	321636
245	63024	321271
246	63297	321099
247	63545	320803
248	63815	320616
249	64078	320391
250	64324	320082
251	64610	319976
252	64902	319892
253	65123	319465
254	65385	319236
255	65645	318996
256	65895	318707
257	66129	318344
258	66362	317977
259	66613	317696
260	66863	317411
261	67107	317097
262	67353	316793
263	67610	316538
264	67867	316290
265	68113	315984
266	68324	315522
267	68621	315455
268	68847	315061
269	69075	314677
270	69324	314390
271	69554	314019
272	69795	313695
273	70059	313477
274	70300	313154
275	70562	312929
276	70796	312576
277	71056	312343
278	71305	312059
279	71549	311752
280	71782	311399
281	72031	311114
282	72282	310840
283	72541	310601
284	72756	310170
285	72903	309459
286	73051	308751
287	73199	308046
288	73340	307321
289	73486	306617
290	73637	305938
291	73786	305252
292	73937	304583
293	74089	303916
294	74237	303239
295	74383	302559
296	74532	301895
297	74681	301231
298	74828	300566
299	74977	299911
300	75127	299262
301	75281	298635
302	75440	298026
303	75589	297384
304	75734	296731
305	75882	296091
306	76034	295470
307	76182	294835
308	76331	294208
309	76481	293590
310	76630	292969
311	76780	292358
312	76929	291744
313	77077	291127
314	77224	290512
315	77374	289907
316	77522	289302
317	77673	288711
318	77823	288118
319	77971	287521
320	78118	286922
321	78271	286346
322	78421	285765
323	78573	285192
324	78720	284604
325	78868	284024
326	79017	283448
327	79165	282873
328	79319	282320
329	79470	281760
330	79623	281207
331	79770	280639
332	79913	280057
333	80058	279484
334	80207	278930
335	80349	278353
336	80492	277782
337	80634	277211
338	80776	276641
339	80918	276076
340	81063	275522
341	81207	274964
342	81348	274403
343	81490	273845
344	81632	273290
345	81773	272734
346	81913	272181
347	82057	271638
348	82199	271094
349	82341	270549
350	82483	270011
351	82625	269470
352	82767	268934
353	82909	268402
354	83051	267871
355	83198	267357
356	83341	266831
357	83483	266308
358	83625	265783
359	83767	265263
360	83909	264744
361	84051	264226
362	84193	263714
363	84334	263198
364	84475	262683
365	84618	262178
366	84762	261678
367	84904	261173
368	85045	260669
369	85187	260166
370	85337	259693
371	85482	259204
372	85623	258707
373	85766	258217
374	85908	257725
375	86052	257242
376	86195	256757
377	86337	256272
378	86478	255785
379	86620	255303
380	86763	254823
381	86904	254343
382	87045	253863
383	87188	253390
384	87330	252918
385	87472	252446
386	87613	251974
387	87755	251504
388	87897	251038
389	88040	250576
390	88182	250114
391	88323	249649
392	88468	249196
393	88609	248735
394	88751	248278
395	88892	247821
396	89033	247366
397	89176	246914
398	89317	246462
399	89457	246009
400	89607	245582
401	89756	245156
402	89910	244744
403	90059	244319
404	90210	243902
405	90357	243476
406	90507	243057
407	90671	242678
408	90821	242264
409	90974	241858
410	91121	241438
411	91275	241037
412	91424	240624
413	91576	240221
414	91724	239809
415	91873	239401
416	92022	238993
417	92171	238587
418	92319	238180
419	92468	237775
420	92616	237371
421	92765	236968
422	92913	236568
423	93064	236172
424	93210	235768
425	93360	235373
426	93508	234975
427	93655	234576
428	93802	234179
429	93953	233791
430	94100	233395
431	94248	233003
432	94402	232627
433	94554	232245
434	94702	231859
435	94848	231464
436	94997	231080
437	95147	230699
438	95296	230318
439	95451	229950
440	95601	229572
441	95753	229202
442	95895	228807
443	96041	228423
444	96198	228066
445	96354	227707
446	96511	227352
447	96665	226990
448	96815	226620
449	96968	226259
450	97116	225886
451	97261	225509
452	97414	225150
453	97575	224811
454	97731	224459
455	97881	224097
456	98026	223724
457	98189	223391
458	98359	223077
459	98532	222770
460	98709	222471
461	98885	222171
462	99067	221885
463	99245	221590
464	99419	221288
465	99602	221005
466	99786	220725
467	99961	220428
468	100144	220146
469	100302	219812
470	100472	219502
471	100638	219186
472	100814	218894
473	100982	218582
474	101138	218245
475	101291	217904
476	101437	217548
477	101585	217198
478	101735	216851
479	101887	216511
480	102033	216157
481	102183	215814
482	102329	215464
483	102482	215128
484	102639	214802
485	102797	214478
486	102957	214159
487	103107	213822
488	103273	213516
489	103448	213229
490	103627	212953
491	103801	212667
492	103971	212372
493	104144	212083
494	104332	211825
495	104510	211549
496	104682	211261
497	104856	210975
498	105036	210705
499	105212	210424
500	105387	210143
501	105566	209871
502	105752	209612
503	105937	209353
504	106118	209085
505	106301	208821
506	106482	208554
507	106673	208306
508	106861	208054
509	107052	207808
510	107234	207543
511	107420	207287
512	107608	207036
513	107796	206785
514	107986	206536
515	108171	206279
516	108357	206025
517	108539	205764
518	108720	205500
519	108900	205236
520	109082	204973
521	109271	204726
522	109454	204468
523	109639	204214
524	109825	203961
525	110005	203697
526	110186	203437
527	110369	203179
528	110533	202888
529	110684	202574
530	110830	202249
531	110976	201926
532	111125	201610
533	111277	201298
534	111427	200986
535	111576	200671
536	111723	200353
537	111872	200039
538	112022	199727
539	112170	199415
540	112324	199110
541	112477	198807
542	112632	198506
543	112775	198186
544	112920	197869
545	113063	197551
546	113206	197232
547	113348	196912
548	113491	196595
549	113635	196279
550	113777	195960
551	113918	195642
552	114060	195326
553	114201	195008
554	114344	194694
555	114484	194377
556	114627	194064
557	114767	193747
558	114910	193435
559	115052	193123
560	115195	192814
561	115338	192505
562	115480	192194
563	115626	191890
564	115768	191581
565	115910	191273
566	116053	190966
567	116195	190658
568	116339	190355
569	116482	190050
570	116624	189745
571	116767	189441
572	116909	189136
573	117053	188834
574	117199	188538
575	117341	188234
576	117483	187933
577	117624	187629
578	117769	187332
579	117911	187032
580	118054	186733
581	118196	186434
582	118342	186140
583	118485	185843
584	118629	185548
585	118772	185252
586	118914	184955
587	119054	184656
588	119195	184358
589	119337	184062
590	119479	183768
591	119621	183473
592	119765	183182
593	119907	182889
594	120059	182611
595	120201	182319
596	120343	182027
597	120486	181736
598	120628	181446
599	120770	181155
600	120914	180869
601	121057	180580
602	121205	180300
603	121347	180011
604	121494	179731
605	121647	179460
606	121797	179185
607	121949	178912
608	122099	178637
609	122248	178362
610	122402	178095
611	122554	177823
612	122703	177549
613	122853	177277
614	123004	177006
615	123162	176746
616	123313	176476
617	123464	176206
618	123614	175935
619	123764	175665
620	123917	175399
621	124068	175131
622	124217	174861
623	124369	174595
624	124521	174329
625	124673	174065
626	124821	173794
627	124973	173529
628	125122	173261
629	125271	172994
630	125421	172727
631	125569	172459
632	125720	172195
633	125874	171935
634	126028	171677
635	126179	171413
636	126326	171145
637	126476	170881
638	126628	170622
639	126777	170357
640	126928	170096
641	127080	169836
642	127234	169580
643	127378	169310
644	127521	169040
645	127664	168770
646	127808	168501
647	127959	168242
648	128103	167974
649	128244	167704
650	128387	167436
651	128533	167171
652	128675	166903
653	128818	166636
654	128959	166367
655	129103	166102
656	129246	165836
657	129387	165569
658	129530	165303
659	129675	165041
660	129817	164775
661	129959	164511
662	130101	164245
663	130243	163981
664	130385	163717
665	130527	163453
666	130673	163194
667	130818	162935
668	130960	162673
669	131102	162410
670	131244	162148
671	131387	161887
672	131530	161628
673	131672	161367
674	131814	161106
675	131957	160847
